Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts , Sales , COGS , Profit ,Date,Month Number, Month Name ,Year,,
Small Business,France, VTT , Medium ,1221, $250.00 , $300.00 ," $366,300.00 "," $21,978.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",10/1/2013,10, October ,2013,,
Government,Mexico, VTT , Medium ,1123, $250.00 , $20.00 ," $22,460.00 "," $1,347.60 "," $21,112.40 "," $280,750.00 "," $(259,637.60)",11/1/2013,11, November ,2013,,
Small Business,Canada, VTT , Medium ,2436, $250.00 , $300.00 ," $730,800.00 "," $43,848.00 "," $686,952.00 "," $609,000.00 "," $77,952.00 ",12/1/2013,12, December ,2013,,
Enterprise,France, Amarilla , Medium ,1987.5, $260.00 , $125.00 ," $248,437.50 "," $14,906.25 "," $233,531.25 "," $516,750.00 "," $(283,218.75)",1/1/2014,1, January ,2014,,
Government,Mexico, Amarilla , Medium ,1679, $260.00 , $350.00 ," $587,650.00 "," $35,259.00 "," $552,391.00 "," $436,540.00 "," $115,851.00 ",9/1/2014,9, September ,2014,,
Government,USA, Amarilla , Medium ,727, $260.00 , $350.00 ," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2013,10, October ,2013,,
Government,France, Amarilla , Medium ,1403, $260.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $364,780.00 "," $(355,548.26)",10/1/2013,10, October ,2013,,
Government,France, Amarilla , Medium ,2076, $260.00 , $350.00 ," $726,600.00 "," $43,596.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",10/1/2013,10, October ,2013,,
Government,France, Montana , Medium ,1757, $5.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $8,785.00 "," $24,246.60 ",10/1/2013,10, October ,2013,,
Midmarket,USA, Paseo , Medium ,2198, $10.00 , $15.00 ," $32,970.00 "," $1,978.20 "," $30,991.80 "," $21,980.00 "," $9,011.80 ",8/1/2014,8, August ,2014,,
Midmarket,Germany, Paseo , Medium ,1743, $10.00 , $15.00 ," $26,145.00 "," $1,568.70 "," $24,576.30 "," $17,430.00 "," $7,146.30 ",8/1/2014,8, August ,2014,,
Midmarket,USA, Paseo , Medium ,1153, $10.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",10/1/2014,10, October ,2014,,
Government,France, Paseo , Medium ,1757, $10.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",10/1/2013,10, October ,2013,,
Government,Germany, Velo , Medium ,1001, $120.00 , $20.00 ," $20,020.00 "," $1,201.20 "," $18,818.80 "," $120,120.00 "," $(101,301.20)",8/1/2014,8, August ,2014,,
Government,Mexico, Velo , Medium ,1333, $120.00 , $7.00 ," $9,331.00 ", $559.86 ," $8,771.14 "," $159,960.00 "," $(151,188.86)",11/1/2014,11, November ,2014,,
Midmarket,USA, VTT , Medium ,1153, $250.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $288,250.00 "," $(271,992.70)",10/1/2014,10, October ,2014,,
Channel Partners,Mexico, Carretera , Medium ,727, $3.00 , $12.00 ," $8,724.00 ", $610.68 ," $8,113.32 "," $2,181.00 "," $5,932.32 ",2/1/2014,2, February ,2014,,
Channel Partners,Canada, Carretera , Medium ,1884, $3.00 , $12.00 ," $22,608.00 "," $1,582.56 "," $21,025.44 "," $5,652.00 "," $15,373.44 ",8/1/2014,8, August ,2014,,
Government,Mexico, Carretera , Medium ,1834, $3.00 , $20.00 ," $36,680.00 "," $2,567.60 "," $34,112.40 "," $5,502.00 "," $28,610.40 ",9/1/2013,9, September ,2013,,
Channel Partners,Mexico, Montana , Medium ,2340, $5.00 , $12.00 ," $28,080.00 "," $1,965.60 "," $26,114.40 "," $11,700.00 "," $14,414.40 ",1/1/2014,1, January ,2014,,
Channel Partners,France, Montana , Medium ,2342, $5.00 , $12.00 ," $28,104.00 "," $1,967.28 "," $26,136.72 "," $11,710.00 "," $14,426.72 ",11/1/2014,11, November ,2014,,
Government,France, Paseo , Medium ,1031, $10.00 , $7.00 ," $7,217.00 ", $505.19 ," $6,711.81 "," $10,310.00 "," $(3,598.19)",9/1/2013,9, September ,2013,,
Midmarket,Canada, Velo , Medium ,1262, $120.00 , $15.00 ," $18,930.00 "," $1,325.10 "," $17,604.90 "," $151,440.00 "," $(133,835.10)",5/1/2014,5, May ,2014,,
Government,Canada, Velo , Medium ,1135, $120.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $136,200.00 "," $(128,811.15)",6/1/2014,6, June ,2014,,
Government,USA, Velo , Medium ,547, $120.00 , $7.00 ," $3,829.00 ", $268.03 ," $3,560.97 "," $65,640.00 "," $(62,079.03)",11/1/2014,11, November ,2014,,
Government,Canada, Velo , Medium ,1582, $120.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $189,840.00 "," $(179,541.18)",12/1/2014,12, December ,2014,,
Channel Partners,France, VTT , Medium ,1738.5, $250.00 , $12.00 ," $20,862.00 "," $1,460.34 "," $19,401.66 "," $434,625.00 "," $(415,223.34)",4/1/2014,4, April ,2014,,
Channel Partners,Germany, VTT , Medium ,2215, $250.00 , $12.00 ," $26,580.00 "," $1,860.60 "," $24,719.40 "," $553,750.00 "," $(529,030.60)",9/1/2013,9, September ,2013,,
Government,Canada, VTT , Medium ,1582, $250.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $395,500.00 "," $(385,201.18)",12/1/2014,12, December ,2014,,
Government,Canada, Amarilla , Medium ,1135, $260.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $295,100.00 "," $(287,711.15)",6/1/2014,6, June ,2014,,
Government,USA, Carretera , Medium ,1761, $3.00 , $350.00 ," $616,350.00 "," $43,144.50 "," $573,205.50 "," $5,283.00 "," $567,922.50 ",3/1/2014,3, March ,2014,,
Small Business,France, Carretera , Medium ,448, $3.00 , $300.00 ," $134,400.00 "," $9,408.00 "," $124,992.00 "," $1,344.00 "," $123,648.00 ",6/1/2014,6, June ,2014,,
Small Business,France, Carretera , Medium ,2181, $3.00 , $300.00 ," $654,300.00 "," $45,801.00 "," $608,499.00 "," $6,543.00 "," $601,956.00 ",10/1/2014,10, October ,2014,,
Government,France, Montana , Medium ,1976, $5.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $9,880.00 "," $26,873.60 ",10/1/2014,10, October ,2014,,
Small Business,France, Montana , Medium ,2181, $5.00 , $300.00 ," $654,300.00 "," $45,801.00 "," $608,499.00 "," $10,905.00 "," $597,594.00 ",10/1/2014,10, October ,2014,,
Enterprise,Germany, Montana , Medium ,2500, $5.00 , $125.00 ," $312,500.00 "," $21,875.00 "," $290,625.00 "," $12,500.00 "," $278,125.00 ",11/1/2013,11, November ,2013,,
Small Business,Canada, Paseo , Medium ,1702, $10.00 , $300.00 ," $510,600.00 "," $35,742.00 "," $474,858.00 "," $17,020.00 "," $457,838.00 ",5/1/2014,5, May ,2014,,
Small Business,France, Paseo , Medium ,448, $10.00 , $300.00 ," $134,400.00 "," $9,408.00 "," $124,992.00 "," $4,480.00 "," $120,512.00 ",6/1/2014,6, June ,2014,,
Enterprise,Germany, Paseo , Medium ,3513, $10.00 , $125.00 ," $439,125.00 "," $30,738.75 "," $408,386.25 "," $35,130.00 "," $373,256.25 ",7/1/2014,7, July ,2014,,
Midmarket,France, Paseo , Medium ,2101, $10.00 , $15.00 ," $31,515.00 "," $2,206.05 "," $29,308.95 "," $21,010.00 "," $8,298.95 ",8/1/2014,8, August ,2014,,
Midmarket,USA, Paseo , Medium ,2931, $10.00 , $15.00 ," $43,965.00 "," $3,077.55 "," $40,887.45 "," $29,310.00 "," $11,577.45 ",9/1/2013,9, September ,2013,,
Government,France, Paseo , Medium ,1535, $10.00 , $20.00 ," $30,700.00 "," $2,149.00 "," $28,551.00 "," $15,350.00 "," $13,201.00 ",9/1/2014,9, September ,2014,,
Small Business,Germany, Paseo , Medium ,1123, $10.00 , $300.00 ," $336,900.00 "," $23,583.00 "," $313,317.00 "," $11,230.00 "," $302,087.00 ",9/1/2013,9, September ,2013,,
Small Business,Canada, Paseo , Medium ,1404, $10.00 , $300.00 ," $421,200.00 "," $29,484.00 "," $391,716.00 "," $14,040.00 "," $377,676.00 ",11/1/2013,11, November ,2013,,
Channel Partners,Mexico, Paseo , Medium ,2763, $10.00 , $12.00 ," $33,156.00 "," $2,320.92 "," $30,835.08 "," $27,630.00 "," $3,205.08 ",11/1/2013,11, November ,2013,,
Government,Germany, Paseo , Medium ,2125, $10.00 , $7.00 ," $14,875.00 "," $1,041.25 "," $13,833.75 "," $21,250.00 "," $(7,416.25)",12/1/2013,12, December ,2013,,
Small Business,France, Velo , Medium ,1659, $120.00 , $300.00 ," $497,700.00 "," $34,839.00 "," $462,861.00 "," $199,080.00 "," $263,781.00 ",7/1/2014,7, July ,2014,,
Government,Mexico, Velo , Medium ,609, $120.00 , $20.00 ," $12,180.00 ", $852.60 ," $11,327.40 "," $73,080.00 "," $(61,752.60)",8/1/2014,8, August ,2014,,
Enterprise,Germany, Velo , Medium ,2087, $120.00 , $125.00 ," $260,875.00 "," $18,261.25 "," $242,613.75 "," $250,440.00 "," $(7,826.25)",9/1/2014,9, September ,2014,,
Government,France, Velo , Medium ,1976, $120.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $237,120.00 "," $(200,366.40)",10/1/2014,10, October ,2014,,
Government,USA, Velo , Medium ,1421, $120.00 , $20.00 ," $28,420.00 "," $1,989.40 "," $26,430.60 "," $170,520.00 "," $(144,089.40)",12/1/2013,12, December ,2013,,
Small Business,USA, Velo , Medium ,1372, $120.00 , $300.00 ," $411,600.00 "," $28,812.00 "," $382,788.00 "," $164,640.00 "," $218,148.00 ",12/1/2014,12, December ,2014,,
Government,Germany, Velo , Medium ,588, $120.00 , $20.00 ," $11,760.00 ", $823.20 ," $10,936.80 "," $70,560.00 "," $(59,623.20)",12/1/2013,12, December ,2013,,
Channel Partners,Canada, VTT , Medium ,3244.5, $250.00 , $12.00 ," $38,934.00 "," $2,725.38 "," $36,208.62 "," $811,125.00 "," $(774,916.38)",1/1/2014,1, January ,2014,,
Small Business,France, VTT , Medium ,959, $250.00 , $300.00 ," $287,700.00 "," $20,139.00 "," $267,561.00 "," $239,750.00 "," $27,811.00 ",2/1/2014,2, February ,2014,,
Small Business,Mexico, VTT , Medium ,2747, $250.00 , $300.00 ," $824,100.00 "," $57,687.00 "," $766,413.00 "," $686,750.00 "," $79,663.00 ",2/1/2014,2, February ,2014,,
Enterprise,Canada, Amarilla , Medium ,1645, $260.00 , $125.00 ," $205,625.00 "," $14,393.75 "," $191,231.25 "," $427,700.00 "," $(236,468.75)",5/1/2014,5, May ,2014,,
Government,France, Amarilla , Medium ,2876, $260.00 , $350.00 ," $1,006,600.00 "," $70,462.00 "," $936,138.00 "," $747,760.00 "," $188,378.00 ",9/1/2014,9, September ,2014,,
Enterprise,Germany, Amarilla , Medium ,994, $260.00 , $125.00 ," $124,250.00 "," $8,697.50 "," $115,552.50 "," $258,440.00 "," $(142,887.50)",9/1/2013,9, September ,2013,,
Government,Canada, Amarilla , Medium ,1118, $260.00 , $20.00 ," $22,360.00 "," $1,565.20 "," $20,794.80 "," $290,680.00 "," $(269,885.20)",11/1/2014,11, November ,2014,,
Small Business,USA, Amarilla , Medium ,1372, $260.00 , $300.00 ," $411,600.00 "," $28,812.00 "," $382,788.00 "," $356,720.00 "," $26,068.00 ",12/1/2014,12, December ,2014,,
Government,Canada, Montana , Medium ,488, $5.00 , $7.00 ," $3,416.00 ", $273.28 ," $3,142.72 "," $2,440.00 ", $702.72 ,2/1/2014,2, February ,2014,,
Government,USA, Montana , Medium ,1282, $5.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $6,410.00 "," $17,178.80 ",6/1/2014,6, June ,2014,,
Government,Canada, Paseo , Medium ,257, $10.00 , $7.00 ," $1,799.00 ", $143.92 ," $1,655.08 "," $2,570.00 ", $(914.92),5/1/2014,5, May ,2014,,
Government,USA, Amarilla , Medium ,1282, $260.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $333,320.00 "," $(309,731.20)",6/1/2014,6, June ,2014,,
Enterprise,Mexico, Carretera , Medium ,1540, $3.00 , $125.00 ," $192,500.00 "," $15,400.00 "," $177,100.00 "," $4,620.00 "," $172,480.00 ",8/1/2014,8, August ,2014,,
Midmarket,France, Carretera , Medium ,490, $3.00 , $15.00 ," $7,350.00 ", $588.00 ," $6,762.00 "," $1,470.00 "," $5,292.00 ",11/1/2014,11, November ,2014,,
Government,Mexico, Carretera , Medium ,1362, $3.00 , $350.00 ," $476,700.00 "," $38,136.00 "," $438,564.00 "," $4,086.00 "," $434,478.00 ",12/1/2014,12, December ,2014,,
Midmarket,France, Montana , Medium ,2501, $5.00 , $15.00 ," $37,515.00 "," $3,001.20 "," $34,513.80 "," $12,505.00 "," $22,008.80 ",3/1/2014,3, March ,2014,,
Government,Canada, Montana , Medium ,708, $5.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $3,540.00 "," $9,487.20 ",6/1/2014,6, June ,2014,,
Government,Germany, Montana , Medium ,645, $5.00 , $20.00 ," $12,900.00 "," $1,032.00 "," $11,868.00 "," $3,225.00 "," $8,643.00 ",7/1/2014,7, July ,2014,,
Small Business,France, Montana , Medium ,1562, $5.00 , $300.00 ," $468,600.00 "," $37,488.00 "," $431,112.00 "," $7,810.00 "," $423,302.00 ",8/1/2014,8, August ,2014,,
Small Business,Canada, Montana , Medium ,1283, $5.00 , $300.00 ," $384,900.00 "," $30,792.00 "," $354,108.00 "," $6,415.00 "," $347,693.00 ",9/1/2013,9, September ,2013,,
Midmarket,Germany, Montana , Medium ,711, $5.00 , $15.00 ," $10,665.00 ", $853.20 ," $9,811.80 "," $3,555.00 "," $6,256.80 ",12/1/2014,12, December ,2014,,
Enterprise,Mexico, Paseo , Medium ,1114, $10.00 , $125.00 ," $139,250.00 "," $11,140.00 "," $128,110.00 "," $11,140.00 "," $116,970.00 ",3/1/2014,3, March ,2014,,
Government,Germany, Paseo , Medium ,1259, $10.00 , $7.00 ," $8,813.00 ", $705.04 ," $8,107.96 "," $12,590.00 "," $(4,482.04)",4/1/2014,4, April ,2014,,
Government,Germany, Paseo , Medium ,1095, $10.00 , $7.00 ," $7,665.00 ", $613.20 ," $7,051.80 "," $10,950.00 "," $(3,898.20)",5/1/2014,5, May ,2014,,
Government,Germany, Paseo , Medium ,1366, $10.00 , $20.00 ," $27,320.00 "," $2,185.60 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",6/1/2014,6, June ,2014,,
Small Business,Mexico, Paseo , Medium ,2460, $10.00 , $300.00 ," $738,000.00 "," $59,040.00 "," $678,960.00 "," $24,600.00 "," $654,360.00 ",6/1/2014,6, June ,2014,,
Government,USA, Paseo , Medium ,678, $10.00 , $7.00 ," $4,746.00 ", $379.68 ," $4,366.32 "," $6,780.00 "," $(2,413.68)",8/1/2014,8, August ,2014,,
Government,Germany, Paseo , Medium ,1598, $10.00 , $7.00 ," $11,186.00 ", $894.88 ," $10,291.12 "," $15,980.00 "," $(5,688.88)",8/1/2014,8, August ,2014,,
Government,Germany, Paseo , Medium ,2409, $10.00 , $7.00 ," $16,863.00 "," $1,349.04 "," $15,513.96 "," $24,090.00 "," $(8,576.04)",9/1/2013,9, September ,2013,,
Government,Germany, Paseo , Medium ,1934, $10.00 , $20.00 ," $38,680.00 "," $3,094.40 "," $35,585.60 "," $19,340.00 "," $16,245.60 ",9/1/2014,9, September ,2014,,
Government,Mexico, Paseo , Medium ,2993, $10.00 , $20.00 ," $59,860.00 "," $4,788.80 "," $55,071.20 "," $29,930.00 "," $25,141.20 ",9/1/2014,9, September ,2014,,
Government,Germany, Paseo , Medium ,2146, $10.00 , $350.00 ," $751,100.00 "," $60,088.00 "," $691,012.00 "," $21,460.00 "," $669,552.00 ",11/1/2013,11, November ,2013,,
Government,Mexico, Paseo , Medium ,1946, $10.00 , $7.00 ," $13,622.00 "," $1,089.76 "," $12,532.24 "," $19,460.00 "," $(6,927.76)",12/1/2013,12, December ,2013,,
Government,Mexico, Paseo , Medium ,1362, $10.00 , $350.00 ," $476,700.00 "," $38,136.00 "," $438,564.00 "," $13,620.00 "," $424,944.00 ",12/1/2014,12, December ,2014,,
Channel Partners,Canada, Velo , Medium ,598, $120.00 , $12.00 ," $7,176.00 ", $574.08 ," $6,601.92 "," $71,760.00 "," $(65,158.08)",3/1/2014,3, March ,2014,,
Government,USA, Velo , Medium ,2907, $120.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $348,840.00 "," $(330,118.92)",6/1/2014,6, June ,2014,,
Government,Germany, Velo , Medium ,2338, $120.00 , $7.00 ," $16,366.00 "," $1,309.28 "," $15,056.72 "," $280,560.00 "," $(265,503.28)",6/1/2014,6, June ,2014,,
Small Business,France, Velo , Medium ,386, $120.00 , $300.00 ," $115,800.00 "," $9,264.00 "," $106,536.00 "," $46,320.00 "," $60,216.00 ",11/1/2013,11, November ,2013,,
Small Business,Mexico, Velo , Medium ,635, $120.00 , $300.00 ," $190,500.00 "," $15,240.00 "," $175,260.00 "," $76,200.00 "," $99,060.00 ",12/1/2014,12, December ,2014,,
Government,France, VTT , Medium ,574.5, $250.00 , $350.00 ," $201,075.00 "," $16,086.00 "," $184,989.00 "," $143,625.00 "," $41,364.00 ",4/1/2014,4, April ,2014,,
Government,Germany, VTT , Medium ,2338, $250.00 , $7.00 ," $16,366.00 "," $1,309.28 "," $15,056.72 "," $584,500.00 "," $(569,443.28)",6/1/2014,6, June ,2014,,
Government,France, VTT , Medium ,381, $250.00 , $350.00 ," $133,350.00 "," $10,668.00 "," $122,682.00 "," $95,250.00 "," $27,432.00 ",8/1/2014,8, August ,2014,,
Government,Germany, VTT , Medium ,422, $250.00 , $350.00 ," $147,700.00 "," $11,816.00 "," $135,884.00 "," $105,500.00 "," $30,384.00 ",8/1/2014,8, August ,2014,,
Small Business,Canada, VTT , Medium ,2134, $250.00 , $300.00 ," $640,200.00 "," $51,216.00 "," $588,984.00 "," $533,500.00 "," $55,484.00 ",9/1/2014,9, September ,2014,,
Small Business,USA, VTT , Medium ,808, $250.00 , $300.00 ," $242,400.00 "," $19,392.00 "," $223,008.00 "," $202,000.00 "," $21,008.00 ",12/1/2013,12, December ,2013,,
Government,Canada, Amarilla , Medium ,708, $260.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $184,080.00 "," $(171,052.80)",6/1/2014,6, June ,2014,,
Government,USA, Amarilla , Medium ,2907, $260.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $755,820.00 "," $(737,098.92)",6/1/2014,6, June ,2014,,
Government,Germany, Amarilla , Medium ,1366, $260.00 , $20.00 ," $27,320.00 "," $2,185.60 "," $25,134.40 "," $355,160.00 "," $(330,025.60)",6/1/2014,6, June ,2014,,
Small Business,Mexico, Amarilla , Medium ,2460, $260.00 , $300.00 ," $738,000.00 "," $59,040.00 "," $678,960.00 "," $639,600.00 "," $39,360.00 ",6/1/2014,6, June ,2014,,
Government,Germany, Amarilla , Medium ,1520, $260.00 , $20.00 ," $30,400.00 "," $2,432.00 "," $27,968.00 "," $395,200.00 "," $(367,232.00)",11/1/2014,11, November ,2014,,
Midmarket,Germany, Amarilla , Medium ,711, $260.00 , $15.00 ," $10,665.00 ", $853.20 ," $9,811.80 "," $184,860.00 "," $(175,048.20)",12/1/2014,12, December ,2014,,
Channel Partners,Mexico, Amarilla , Medium ,1375, $260.00 , $12.00 ," $16,500.00 "," $1,320.00 "," $15,180.00 "," $357,500.00 "," $(342,320.00)",12/1/2013,12, December ,2013,,
Small Business,Mexico, Amarilla , Medium ,635, $260.00 , $300.00 ," $190,500.00 "," $15,240.00 "," $175,260.00 "," $165,100.00 "," $10,160.00 ",12/1/2014,12, December ,2014,,
Government,USA, VTT , Medium ,436.5, $250.00 , $20.00 ," $8,730.00 ", $698.40 ," $8,031.60 "," $109,125.00 "," $(101,093.40)",7/1/2014,7, July ,2014,,
Small Business,Canada, Carretera , Medium ,1094, $3.00 , $300.00 ," $328,200.00 "," $29,538.00 "," $298,662.00 "," $3,282.00 "," $295,380.00 ",6/1/2014,6, June ,2014,,
Channel Partners,Mexico, Carretera , Medium ,367, $3.00 , $12.00 ," $4,404.00 ", $396.36 ," $4,007.64 "," $1,101.00 "," $2,906.64 ",10/1/2013,10, October ,2013,,
Small Business,Canada, Montana , Medium ,3802.5, $5.00 , $300.00 ," $1,140,750.00 "," $102,667.50 "," $1,038,082.50 "," $19,012.50 "," $1,019,070.00 ",4/1/2014,4, April ,2014,,
Government,France, Montana , Medium ,1666, $5.00 , $350.00 ," $583,100.00 "," $52,479.00 "," $530,621.00 "," $8,330.00 "," $522,291.00 ",5/1/2014,5, May ,2014,,
Small Business,France, Montana , Medium ,322, $5.00 , $300.00 ," $96,600.00 "," $8,694.00 "," $87,906.00 "," $1,610.00 "," $86,296.00 ",9/1/2013,9, September ,2013,,
Channel Partners,Canada, Montana , Medium ,2321, $5.00 , $12.00 ," $27,852.00 "," $2,506.68 "," $25,345.32 "," $11,605.00 "," $13,740.32 ",11/1/2014,11, November ,2014,,
Enterprise,France, Montana , Medium ,1857, $5.00 , $125.00 ," $232,125.00 "," $20,891.25 "," $211,233.75 "," $9,285.00 "," $201,948.75 ",11/1/2013,11, November ,2013,,
Government,Canada, Montana , Medium ,1611, $5.00 , $7.00 ," $11,277.00 "," $1,014.93 "," $10,262.07 "," $8,055.00 "," $2,207.07 ",12/1/2013,12, December ,2013,,
Enterprise,USA, Montana , Medium ,2797, $5.00 , $125.00 ," $349,625.00 "," $31,466.25 "," $318,158.75 "," $13,985.00 "," $304,173.75 ",12/1/2014,12, December ,2014,,
Small Business,Germany, Montana , Medium ,334, $5.00 , $300.00 ," $100,200.00 "," $9,018.00 "," $91,182.00 "," $1,670.00 "," $89,512.00 ",12/1/2013,12, December ,2013,,
Small Business,Mexico, Paseo , Medium ,2565, $10.00 , $300.00 ," $769,500.00 "," $69,255.00 "," $700,245.00 "," $25,650.00 "," $674,595.00 ",1/1/2014,1, January ,2014,,
Government,Mexico, Paseo , Medium ,2417, $10.00 , $350.00 ," $845,950.00 "," $76,135.50 "," $769,814.50 "," $24,170.00 "," $745,644.50 ",1/1/2014,1, January ,2014,,
Midmarket,USA, Paseo , Medium ,3675, $10.00 , $15.00 ," $55,125.00 "," $4,961.25 "," $50,163.75 "," $36,750.00 "," $13,413.75 ",4/1/2014,4, April ,2014,,
Small Business,Canada, Paseo , Medium ,1094, $10.00 , $300.00 ," $328,200.00 "," $29,538.00 "," $298,662.00 "," $10,940.00 "," $287,722.00 ",6/1/2014,6, June ,2014,,
Midmarket,France, Paseo , Medium ,1227, $10.00 , $15.00 ," $18,405.00 "," $1,656.45 "," $16,748.55 "," $12,270.00 "," $4,478.55 ",10/1/2014,10, October ,2014,,
Channel Partners,Mexico, Paseo , Medium ,367, $10.00 , $12.00 ," $4,404.00 ", $396.36 ," $4,007.64 "," $3,670.00 ", $337.64 ,10/1/2013,10, October ,2013,,
Small Business,France, Paseo , Medium ,1324, $10.00 , $300.00 ," $397,200.00 "," $35,748.00 "," $361,452.00 "," $13,240.00 "," $348,212.00 ",11/1/2014,11, November ,2014,,
Channel Partners,Germany, Paseo , Medium ,1775, $10.00 , $12.00 ," $21,300.00 "," $1,917.00 "," $19,383.00 "," $17,750.00 "," $1,633.00 ",11/1/2013,11, November ,2013,,
Enterprise,USA, Paseo , Medium ,2797, $10.00 , $125.00 ," $349,625.00 "," $31,466.25 "," $318,158.75 "," $27,970.00 "," $290,188.75 ",12/1/2014,12, December ,2014,,
Midmarket,Mexico, Velo , Medium ,245, $120.00 , $15.00 ," $3,675.00 ", $330.75 ," $3,344.25 "," $29,400.00 "," $(26,055.75)",5/1/2014,5, May ,2014,,
Small Business,Canada, Velo , Medium ,3793.5, $120.00 , $300.00 ," $1,138,050.00 "," $102,424.50 "," $1,035,625.50 "," $455,220.00 "," $580,405.50 ",7/1/2014,7, July ,2014,,
Government,Germany, Velo , Medium ,1307, $120.00 , $350.00 ," $457,450.00 "," $41,170.50 "," $416,279.50 "," $156,840.00 "," $259,439.50 ",7/1/2014,7, July ,2014,,
Enterprise,Canada, Velo , Medium ,567, $120.00 , $125.00 ," $70,875.00 "," $6,378.75 "," $64,496.25 "," $68,040.00 "," $(3,543.75)",9/1/2014,9, September ,2014,,
Enterprise,Mexico, Velo , Medium ,2110, $120.00 , $125.00 ," $263,750.00 "," $23,737.50 "," $240,012.50 "," $253,200.00 "," $(13,187.50)",9/1/2014,9, September ,2014,,
Government,Canada, Velo , Medium ,1269, $120.00 , $350.00 ," $444,150.00 "," $39,973.50 "," $404,176.50 "," $152,280.00 "," $251,896.50 ",10/1/2014,10, October ,2014,,
Channel Partners,USA, VTT , Medium ,1956, $250.00 , $12.00 ," $23,472.00 "," $2,112.48 "," $21,359.52 "," $489,000.00 "," $(467,640.48)",1/1/2014,1, January ,2014,,
Small Business,Germany, VTT , Medium ,2659, $250.00 , $300.00 ," $797,700.00 "," $71,793.00 "," $725,907.00 "," $664,750.00 "," $61,157.00 ",2/1/2014,2, February ,2014,,
Government,USA, VTT , Medium ,1351.5, $250.00 , $350.00 ," $473,025.00 "," $42,572.25 "," $430,452.75 "," $337,875.00 "," $92,577.75 ",4/1/2014,4, April ,2014,,
Channel Partners,Germany, VTT , Medium ,880, $250.00 , $12.00 ," $10,560.00 ", $950.40 ," $9,609.60 "," $220,000.00 "," $(210,390.40)",5/1/2014,5, May ,2014,,
Small Business,USA, VTT , Medium ,1867, $250.00 , $300.00 ," $560,100.00 "," $50,409.00 "," $509,691.00 "," $466,750.00 "," $42,941.00 ",9/1/2014,9, September ,2014,,
Channel Partners,France, VTT , Medium ,2234, $250.00 , $12.00 ," $26,808.00 "," $2,412.72 "," $24,395.28 "," $558,500.00 "," $(534,104.72)",9/1/2013,9, September ,2013,,
Midmarket,France, VTT , Medium ,1227, $250.00 , $15.00 ," $18,405.00 "," $1,656.45 "," $16,748.55 "," $306,750.00 "," $(290,001.45)",10/1/2014,10, October ,2014,,
Enterprise,Mexico, VTT , Medium ,877, $250.00 , $125.00 ," $109,625.00 "," $9,866.25 "," $99,758.75 "," $219,250.00 "," $(119,491.25)",11/1/2014,11, November ,2014,,
Government,USA, Amarilla , Medium ,2071, $260.00 , $350.00 ," $724,850.00 "," $65,236.50 "," $659,613.50 "," $538,460.00 "," $121,153.50 ",9/1/2014,9, September ,2014,,
Government,Canada, Amarilla , Medium ,1269, $260.00 , $350.00 ," $444,150.00 "," $39,973.50 "," $404,176.50 "," $329,940.00 "," $74,236.50 ",10/1/2014,10, October ,2014,,
Midmarket,Germany, Amarilla , Medium ,970, $260.00 , $15.00 ," $14,550.00 "," $1,309.50 "," $13,240.50 "," $252,200.00 "," $(238,959.50)",11/1/2013,11, November ,2013,,
Government,Mexico, Amarilla , Medium ,1694, $260.00 , $20.00 ," $33,880.00 "," $3,049.20 "," $30,830.80 "," $440,440.00 "," $(409,609.20)",11/1/2014,11, November ,2014,,
Government,Germany, Carretera , Medium ,663, $3.00 , $20.00 ," $13,260.00 "," $1,193.40 "," $12,066.60 "," $1,989.00 "," $10,077.60 ",5/1/2014,5, May ,2014,,
Government,Canada, Carretera , Medium ,819, $3.00 , $7.00 ," $5,733.00 ", $515.97 ," $5,217.03 "," $2,457.00 "," $2,760.03 ",7/1/2014,7, July ,2014,,
